device_id,mpn,role,scope,quantity_per_device,unit_price_quantity_100_usd,effective_unit_price_usd,line_burden_per_device_usd,share_of_planning_base_pct,cumulative_planning_base_pct,line_burden_basis,quantity_procurement_target,planning_procurement_line_usd,quantity_ten_devices,planning_ten_devices_line_usd,quantity_historical_capture,historical_capture_displayed_line_usd,historical_capture_route,jlcpcb_part,quantity_100_batch_line_usd,cost_gate
kemet_c0402c102k5ractu,KEMET C0402C102K5RACTU,"charger_sdrv_cap, ir_evidence_feedback_cap",base_product,2,0.015,0.015,0.03,0.011,99.86,quantity-100,2,0.03,20,0.3,10,0.182,in_stock,C2649506,3.0,
murata_grm1555c1h390ja01d,Murata GRM1555C1H390JA01D,"c5_detector_input_cap, s3_detector_input_cap",base_product,2,0.014,0.014,0.028,0.01,99.87,quantity-100,2,0.028,20,0.28,10,8.9582,pre_order,C76966,2.8000000000000003,
yageo_cc0603krx7r0bb104,Yageo CC0603KRX7R0BB104,stocked 100-nF 100-V USB VBIAS capacitor / складской конденсатор USB VBIAS 100 нФ 100 В,base_product,1,0.026,0.026,0.026,0.01,99.88,quantity-100,1,0.026,10,0.26,5,0.13,in stock,C113803,2.6,
murata_grm155r71e473ka88d,Murata GRM155R71E473KA88D,"charger_btst1_cap, charger_btst2_cap",base_product,2,0.0126,0.0126,0.0252,0.009,99.889,quantity-100,2,0.0252,20,0.252,10,0.148,in_stock,C77017,2.52,
murata_gjm1555c1h6r2db01d,Murata GJM1555C1H6R2DB01D,cc_433_shunt_c6p2,base_product,1,0.021,0.021,0.021,0.008,99.897,quantity-100,1,0.021,10,0.21000000000000002,5,0.278,in_stock,C161332,2.1,
murata_gjm1555c1h8r0db01d,Murata GJM1555C1H8R0DB01D,cc_315_shunt_c8p,base_product,1,0.0207,0.0207,0.0207,0.008,99.904,quantity-100,1,0.0207,10,0.207,5,0.414,in_stock,C2191663,2.07,
yageo_rc0402fr_0733rl,Yageo RC0402FR-0733RL,rp_vreg_avdd_filter_res,base_product,2,0.0103,0.0103,0.0206,0.008,99.912,quantity-100,2,0.0206,20,0.20600000000000002,10,,not_matched,,2.06,
yageo_rc0402fr_07110kl,Yageo RC0402FR-07110KL,"u214_supervisor_sense_top, unit_supervisor_sense_top",base_product,2,0.0097,0.0097,0.0194,0.007,99.919,quantity-100,2,0.0194,20,0.194,10,0.076,in_stock,C138065,1.94,
yageo_rc0402fr_0712kl,Yageo RC0402FR-0712KL,"ir_evidence_threshold_bottom, voice_fb_bottom",base_product,2,0.0097,0.0097,0.0194,0.007,99.926,quantity-100,2,0.0194,20,0.194,10,0.074,in_stock,C114760,1.94,
yageo_rc0402fr_071k82l,Yageo RC0402FR-071K82L,"ext_rilm, unit_rilm",base_product,2,0.0097,0.0097,0.0194,0.007,99.933,quantity-100,2,0.0194,20,0.194,10,0.048,in_stock,C185449,1.94,
yageo_rc0402fr_07220rl,Yageo RC0402FR-07220RL,"headset_microphone_bias_filter_res, microphone_bias_filter_res",base_product,2,0.0097,0.0097,0.0194,0.007,99.94,quantity-100,2,0.0194,20,0.194,10,0.08,in_stock,C112291,1.94,
yageo_rc0402fr_0730kl,Yageo RC0402FR-0730KL,"ext_buck_fb_bottom, main_efuse_pg_bottom",base_product,2,0.0097,0.0097,0.0194,0.007,99.947,quantity-100,2,0.0194,20,0.194,10,0.082,in_stock,C138008,1.94,
murata_grm1555c1h102ja01d,Murata GRM1555C1H102JA01D,receiver_fmi_coupling_cap,base_product,1,0.0181,0.0181,0.0181,0.007,99.954,quantity-100,1,0.0181,10,0.18100000000000002,5,0.208,in_stock,C76947,1.81,
yageo_rc0402jr_070rl,Yageo RC0402JR-070RL,"audio_ground_link, codec_adc_n_series, codec_adc_p_series",base_product,3,0.0048,0.0048,0.0144,0.005,99.959,quantity-100,3,0.0144,30,0.144,15,0.102,in_stock,C60485,1.44,
yageo_rc0402fr_07196kl,Yageo RC0402FR-07196KL,aon_efuse_ovlo_top,base_product,1,0.0097,0.0097,0.0097,0.004,99.963,quantity-100,1,0.0097,10,0.097,5,0.026,in_stock,C477631,0.97,
yageo_rc0402fr_0730k1l,Yageo RC0402FR-0730K1L,charger_ts_bottom,base_product,1,0.0097,0.0097,0.0097,0.004,99.966,quantity-100,1,0.0097,10,0.097,5,0.064,in_stock,C138009,0.97,
yageo_rc0402fr_0733kl,Yageo RC0402FR-0733KL,voice_efuse_pg_bottom,base_product,1,0.0097,0.0097,0.0097,0.004,99.97,quantity-100,1,0.0097,10,0.097,5,0.08,in_stock,C138003,0.97,
yageo_rc0402fr_0745k3l,Yageo RC0402FR-0745K3L,main_efuse_pg_top,base_product,1,0.0097,0.0097,0.0097,0.004,99.973,quantity-100,1,0.0097,10,0.097,5,0.078,in_stock,C137977,0.97,
yageo_rc0402fr_074k7l,Yageo RC0402FR-074K7L,ir_carrier_pullup,base_product,1,0.0097,0.0097,0.0097,0.004,99.977,quantity-100,1,0.0097,10,0.097,5,,not_matched,,0.97,
yageo_rc0402fr_0756kl,Yageo RC0402FR-0756KL,cc_rbias_res,base_product,1,0.0097,0.0097,0.0097,0.004,99.981,quantity-100,1,0.0097,10,0.097,5,0.072,in_stock,C114756,0.97,
fh_rs_06l2r70ft,FH RS-06L2R70FT,backlight_series_resistor,base_product,1,0.0084,0.0084,0.0084,0.003,99.984,quantity-100,1,0.0084,10,0.08399999999999999,5,0.041999999999999996,in_stock,C323265,0.84,
fh_rs_06k47r0ft,FH RS-06K47R0FT,stocked IR emitter current-limit resistor / складской токоограничивающий резистор IR,base_product,1,0.0062,0.0062,0.0062,0.002,99.986,quantity-100,1,0.0062,10,0.062,5,0.031,in stock,C140014,0.62,
uniroyal_0402wgf5231tce,UNI-ROYAL 0402WGF5231TCE,charger_ts_top,base_product,1,0.0061,0.0061,0.0061,0.002,99.988,quantity-100,1,0.0061,10,0.061000000000000006,5,0.0305,in stock,C25907,0.61,
uniroyal_0402wgf2703tce,UNI-ROYAL 0402WGF2703TCE,voice_efuse_ovlo_top,base_product,1,0.0057,0.0057,0.0057,0.002,99.99,quantity-100,1,0.0057,10,0.057,5,0.0285,in stock,C25770,0.5700000000000001,
yageo_rc0402fr_0744k2l,Yageo RC0402FR-0744K2L,charger_ilim_top,base_product,1,0.0052,0.0052,0.0052,0.002,99.992,quantity-100,1,0.0052,10,0.052,5,0.082,in_stock,C354260,0.52,
murata_grm1555c1h220ja01d,Murata GRM1555C1H220JA01D,"receiver_clock_cap_gpo3, receiver_clock_cap_rclk",base_product,2,0.0025,0.0025,0.005,0.002,99.994,quantity-100,2,0.005,20,0.05,10,0.44,in_stock,C76960,0.5,
yageo_rc0402fr_0742k2l,Yageo RC0402FR-0742K2L,aon_mode_res,base_product,1,0.0049,0.0049,0.0049,0.002,99.996,quantity-100,1,0.0049,10,0.049,5,0.078,in_stock,C276270,0.49,
uniroyal_0402wgf8201tce,UNI-ROYAL 0402WGF8201TCE,charger_prog_res,base_product,1,0.0048,0.0048,0.0048,0.002,99.998,quantity-100,1,0.0048,10,0.047999999999999994,5,0.024,in stock,C25924,0.48,
uniroyal_0402wgf1603tce,UNI-ROYAL 0402WGF1603TCE,stocked codec TX attenuator resistor / складской резистор аттенюатора TX кодека,base_product,1,0.0026,0.0026,0.0026,0.001,99.998,quantity-100,1,0.0026,10,0.026,5,0.013,in stock,C25757,0.26,
uniroyal_0402wgf1333tce,UNI-ROYAL 0402WGF1333TCE,backlight_efuse_ilim,base_product,1,0.0015,0.0015,0.0015,0.001,99.999,quantity-100,1,0.0015,10,0.015,5,0.0075,in stock,C25753,0.15,
yageo_rc0402fr_07240kl,Yageo RC0402FR-07240KL,aon_efuse_rilim,base_product,1,0.0009,0.0009,0.0009,0.0,99.999,quantity-100,1,0.0009,10,0.009,5,0.054,in_stock,C138029,0.09,
yageo_rc0402fr_07620kl,Yageo RC0402FR-07620KL,pack_diag_lockout_res,base_product,1,0.0009,0.0009,0.0009,0.0,100.0,quantity-100,1,0.0009,10,0.009,5,0.08,in_stock,C137952,0.09,
uniroyal_0402wgf1651tce,UNI-ROYAL 0402WGF1651TCE,main_efuse_rilm,base_product,1,0.0008,0.0008,0.0008,0.0,100.0,quantity-100,1,0.0008,10,0.008,5,0.004,in stock,C25869,0.08,
m5_u214,M5Stack U214 Cap LoRa-1262,u214,optional_external_accessory,1,,,,,,quantity-100,1,,10,,5,,not_matched,,,retail_only_no_quantity_100_tier
murata_gjm1555c1h101jb01d,Murata GJM1555C1H101JB01D,"cc_rf_n_dc_block, cc_rf_p_dc_block",base_product,2,,,,,,quantity-100,2,,20,,10,,not_matched,,,quantity_100_rfq_required
nexperia_pesd24vy1bsf,Nexperia PESD24VY1BSF,"voice_rf_esd, voice_v_rf_esd",base_product,2,,,,,,quantity-100,2,,20,,10,,not_matched,,,quantity_100_rfq_required
panasonic_erj_p08f49r9v,Panasonic ERJ-P08F49R9V,"pack_batts_rbal, pack_cell1_rbal",base_product,2,,,,,,quantity-100,2,,20,,10,8.968,pre_order,C4308208,,quantity_100_rfq_required
sunlord_mwsa0503s_3r3mt,Sunlord MWSA0503S-3R3MT,"main_inductor, voice_inductor",base_product,2,,,,,,quantity-100,2,,20,,10,9.0024,pre_order,C408409,,quantity_100_rfq_required
ti_tpul2g223_bqbr,Texas Instruments TPUL2G223BQBR,pack_diag_timer,base_product,1,,,,,,quantity-100,1,,10,,5,,not_matched,,,quantity_100_rfq_required
xtar_18650_4000mah_protected,XTAR 18650 4000mAh,"pack_cell0, pack_cell1",regional_replaceable_cell_kit,2,,,,,,quantity-100,2,,20,,10,,not_matched,,,regional_retail_only_no_quantity_100_tier
